obj-42,0,0,0,0,331.5,599.31396484375,56.0,22.0,0
obj-23,0,0,0,0,239.0,625.0,32.0,22.0,0
obj-44,0,0,0,0,465.33336099999997,810.0,155.0,22.0,0
obj-71,0,0,0,0,465.33336099999997,752.31396484375,40.0,22.0,0
obj-45,0,0,0,0,465.33336099999997,779.31396484375,67.0,22.0,0
obj-43,0,0,0,0,331.5,717.0,44.0,22.0,0
obj-28,0,0,0,0,331.5,681.0,50.0,22.0,0
obj-34,0,0,0,0,331.5,810.0,116.0,22.0,0
obj-135,0,0,0,0,239.0,598.31396484375,81.0,22.0,0
obj-74,0,0,0,0,73.0,837.31396484375,156.0,22.0,0
obj-72,0,0,0,0,-22.0,905.31396484375,57.0,22.0,0
obj-73,0,0,0,0,-22.0,941.31396484375,71.0,22.0,0
obj-15,0,0,0,0,-22.0,866.31396484375,114.0,22.0,0
obj-91,0,0,0,0,331.5,644.31396484375,40.0,22.0,0
obj-18,0,0,0,0,331.5,752.31396484375,40.0,22.0,0
obj-19,0,0,0,0,331.5,779.31396484375,67.0,22.0,0
obj-11,0,0,0,0,275.0,493.0,85.0,22.0,0
obj-20,0,0,0,0,-209.0,82.0,24.0,24.0,0
obj-13,0,0,0,0,-170.0,112.0,150.0,20.0,0
obj-10,0,0,0,0,-209.0,34.0,30.0,30.0,0
obj-7,0,0,0,0,229.0,489.0,30.0,30.0,0
obj-6,0,0,0,0,102.5,489.0,32.0,22.0,0
obj-2,0,0,0,0,64.0,116.0,96.0,22.0,0
obj-1,0,0,0,0,115.5,539.0,98.0,22.0,0
obj-41,0,0,0,0,-52.0,264.0,101.0,22.0,0
obj-40,0,0,0,0,-52.0,228.0,113.0,22.0,0
obj-39,0,0,0,0,-50.0,116.0,54.0,22.0,0
obj-37,0,0,0,0,-50.0,82.0,61.0,22.0,0
obj-35,0,0,0,0,-16.0,25.5,64.0,48.0,0
obj-30,0,0,0,0,-50.0,34.0,30.0,30.0,0
obj-24,0,0,0,0,-52.0,196.0,100.0,22.0,0
obj-3,0,0,0,0,-139.0,166.0,75.0,22.0,0
obj-38,0,0,0,0,64.0,489.0,30.0,30.0,0
obj-32,0,0,0,0,-139.0,34.0,30.0,30.0,0
obj-16,0,0,0,0,437.0,34.0,150.0,48.0,0
obj-14,0,0,0,0,403.0,73.0,24.0,24.0,0
obj-12,0,0,0,0,403.0,108.0,32.0,22.0,0
obj-9,0,0,0,0,403.0,168.0,29.5,22.0,0
obj-4,0,0,0,0,403.0,34.0,30.0,30.0,0
obj-96,0,0,0,0,590.0,108.0,67.0,20.0,0
obj-89,0,0,0,0,563.0,226.0,32.0,22.0,0
obj-88,0,0,0,0,563.0,317.0,29.5,22.0,0
obj-81,0,0,0,0,563.0,288.0,29.5,22.0,0
obj-78,0,0,0,0,563.0,108.0,24.0,24.0,0
obj-76,0,0,0,0,563.0,142.0,56.0,22.0,0
obj-75,0,0,0,0,563.0,178.0,65.0,22.0,0
obj-70,0,0,0,0,563.0,258.0,24.0,22.0,0
obj-22,0,0,0,0,457.0,168.0,29.5,22.0,0
obj-17,0,0,0,0,457.0,226.0,55.0,22.0,0
obj-5,15.5,15.5,94.0,94.0,64.0,320.0,115.0,115.0,12.0
obj-36,0,0,0,0,64.0,166.0,24.0,24.0,0
obj-33,0,0,0,0,92.0,168.0,119.0,20.0,0
obj-31,0,0,0,0,271.0,166.0,110.0,20.0,0
obj-29,0,0,0,0,243.0,166.0,24.0,24.0,0
obj-26,0,0,0,0,244.0,226.0,175.0,22.0,0
obj-27,0,0,0,0,243.0,196.0,160.0,22.0,0
obj-25,0,0,0,0,64.0,228.0,175.0,22.0,0
obj-21,0,0,0,0,64.0,196.0,135.0,22.0,0
obj-8,2.25,2.25,120.5,120.5,48.0,305.0,147.0,147.0,0
