obj-22,0,0,0,0,1082.0,1097.8990383148193,155.0,22.0,0
obj-15,0,0,0,0,989.4278888702393,865.3375,42.0,22.0,0
obj-40,0,0,0,0,956.4278888702393,957.0,44.0,22.0,0
obj-41,0,0,0,0,956.4278888702393,922.0,50.0,22.0,0
obj-37,0,0,0,0,1082.0,1067.777087211609,67.0,22.0,0
obj-38,0,0,0,0,1082.0,1026.2161116600037,32.0,22.0,0
obj-32,0,0,0,0,1389.0,1097.8990383148193,155.0,22.0,0
obj-31,0,0,0,0,1389.0,1067.777087211609,67.0,22.0,0
obj-30,0,0,0,0,1389.0,1026.2161116600037,32.0,22.0,0
obj-18,0,0,0,0,1318.4278888702393,865.3375,56.0,22.0,0
obj-17,0,0,0,0,1248.4278888702393,975.0,44.0,22.0,0
obj-16,0,0,0,0,1248.4278888702393,940.0,50.0,22.0,0
obj-3,0,0,0,0,793.4238169193268,1034.3375,81.0,22.0,0
obj-14,0,0,0,0,1177.6646474099161,735.0,32.0,22.0,0
obj-2,1177.6646474099161,704.0085469782352,102.33535259008386,15.991453021764755,1177.6646474099161,704.0085469782352,102.33535259008386,15.991453021764755,0
obj-13,0,0,0,0,989.4278888702393,836.0675,34.0,22.0,0
obj-12,0,0,0,0,1214.1525,836.0675,32.0,22.0,0
obj-4,0,0,0,0,1214.1525,865.3375,42.0,22.0,0
obj-6,0,0,0,0,1248.4278888702393,1190.1190383148194,261.0,22.0,0
obj-7,0,0,0,0,1248.5537421798706,1221.8239160728453,80.0,22.0,0
obj-8,0,0,0,0,1248.4278888702393,1097.8990383148193,116.0,22.0,0
obj-10,0,0,0,0,1248.4278888702393,1026.2161116600037,32.0,22.0,0
obj-11,0,0,0,0,1248.4278888702393,1067.777087211609,67.0,22.0,0
obj-114,0,0,0,0,1101.9383533096316,1340.8462657928467,60.0,22.0,0
obj-105,0,0,0,0,824.8468890380859,1073.1515440368653,61.0,22.0,0
obj-104,0,0,0,0,750.375,1073.1515440368653,61.0,22.0,0
obj-99,0,0,0,0,1051.9383533096313,1340.8462657928467,41.0,22.0,0
obj-89,0,0,0,0,1051.9383533096313,1308.54,110.0,22.0,0
obj-88,0,0,0,0,911.4279186725616,1026.2161116600037,41.0,22.0,0
obj-86,0,0,0,0,908.9383533096313,1312.6707643890381,55.0,22.0,0
obj-81,0,0,0,0,793.4238169193268,1243.3354048156739,31.0,22.0,0
obj-79,0,0,0,0,793.4238169193268,1209.186370830536,31.0,22.0,0
obj-74,0,0,0,0,793.4238169193268,1177.481744709015,49.0,22.0,0
obj-72,0,0,0,0,793.4238169193268,1144.55271191597,47.792683362960815,22.0,0
obj-69,0,0,0,0,919.1524999999999,865.3375,50.5,22.0,0
obj-68,0,0,0,0,793.4238169193268,1110.5305175209046,31.0,22.0,0
obj-66,0,0,0,0,919.1524999999999,836.0675,56.0,22.0,0
obj-63,0,0,0,0,956.4278888702393,1190.1190383148194,263.0,22.0,0
obj-51,0,0,0,0,956.5537421798706,1221.8239160728453,80.0,22.0,0
obj-28,0,0,0,0,750.375,1110.5305175209046,32.0,22.0,0
obj-55,0,0,0,0,956.4278888702393,1097.8990383148193,116.0,22.0,0
obj-9,0,0,0,0,956.4278888702393,1026.2161116600037,32.0,22.0,0
obj-5,0,0,0,0,956.4278888702393,1067.777087211609,67.0,22.0,0
obj-1,0,0,0,0,908.9383533096313,1277.2652468681335,290.0,22.0,0
obj-33,0.0,0.0,1280.0,705.0,0.0,0.0,1280.0,705.0,0
obj-25,-15.0,705.0,1295.0,15.0,-15.0,704.0085469782352,1193.1525000000001,15.991453021764755,0
